Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Extracted_Features
MATH,415,40196,Applied Linear Algebra,8,37,21,20,41,21,18,11,4,5,6,0,3,2,3.01,4
MATH,415,63038,Applied Linear Algebra,12,43,27,29,30,15,13,17,6,8,10,0,2,1,3.02,4
MATH,415,63039,Applied Linear Algebra,12,37,25,27,27,21,17,16,10,3,7,0,5,1,2.97,4
MATH,416,57836,Abstract Linear Algebra,3,7,2,0,3,3,1,2,1,0,3,0,1,0,2.91,4
MATH,416,54464,Abstract Linear Algebra,6,5,2,1,2,2,1,2,2,2,1,2,3,0,2.6,3
MATH,416,55582,Abstract Linear Algebra,4,3,2,1,6,0,0,5,0,0,4,0,1,0,2.72,3
MATH,416,67250,Abstract Linear Algebra,4,3,3,3,1,3,1,3,3,0,1,1,1,0,2.78,4
MATH,417,32112,Intro to Abstract Algebra,0,6,1,3,2,2,0,9,1,0,1,0,0,0,2.8,4
MATH,417,65075,Intro to Abstract Algebra,7,4,4,5,1,1,0,3,1,0,0,0,1,0,3.28,4
MATH,417,32108,Intro to Abstract Algebra,5,5,2,2,2,3,2,2,1,0,1,1,0,0,3.09,4
MATH,417,32103,Intro to Abstract Algebra,1,7,3,2,1,0,1,1,1,0,3,0,3,1,2.68,3
MATH,424,47761,Honors Real Analysis,7,13,4,5,3,0,1,0,0,0,0,0,0,0,3.72,4
MATH,427,49850,Honors Abstract Algebra,3,7,3,0,1,3,1,3,0,0,0,1,0,0,3.23,4
MATH,441,32116,Differential Equations,5,7,8,2,8,3,6,4,2,0,5,0,4,1,2.73,3
MATH,442,30354,Intro Partial Diff Equations,1,5,5,4,3,1,0,3,1,4,0,1,3,0,2.61,3
MATH,444,66403,Elementary Real Analysis,8,4,4,3,0,2,1,1,1,2,0,0,0,0,3.33,4
MATH,444,32129,Elementary Real Analysis,0,13,1,6,2,2,0,3,1,0,0,0,0,1,3.38,4
MATH,444,32132,Elementary Real Analysis,0,20,0,0,5,0,0,0,0,0,0,1,0,0,3.69,4
MATH,446,59648,Applied Complex Variables,0,7,2,6,6,2,2,5,2,0,2,0,0,0,2.91,4
MATH,447,32136,Real Variables,2,5,6,3,2,4,1,2,0,0,1,0,1,0,3.14,4
MATH,447,32138,Real Variables,1,5,2,4,8,0,0,1,0,0,1,0,1,0,3.12,4
MATH,453,32140,Elementary Theory of Numbers,2,7,4,2,4,2,4,3,0,0,0,0,0,0,3.22,4
MATH,453,32147,Elementary Theory of Numbers,3,10,4,2,6,0,2,1,0,0,0,0,0,0,3.52,4
MATH,461,39200,Probability Theory,4,7,4,4,6,2,4,0,3,1,0,2,0,0,3.04,4
MATH,461,33523,Probability Theory,8,2,2,3,7,5,1,4,0,1,0,1,1,0,2.97,4
MATH,461,39204,Probability Theory,5,4,3,2,8,1,3,5,0,2,1,0,2,0,2.82,4
MATH,471,46076,Actuarial Theory I,6,11,5,4,6,8,5,2,2,2,3,1,2,1,2.88,4
MATH,471,54381,Actuarial Theory I,9,4,12,8,6,3,2,2,3,1,1,2,1,0,3.07,4
MATH,476,39138,Actuarial Risk Theory,1,6,8,7,13,6,2,1,3,0,1,0,0,0,3.09,4
MATH,476,30806,Actuarial Risk Theory,3,8,7,9,5,8,2,4,5,1,2,0,2,2,2.86,4
MATH,482,30808,Linear Programming,5,9,6,1,1,0,0,1,1,1,1,0,0,0,3.48,4
MATH,482,66990,Linear Programming,3,11,5,2,2,2,0,0,0,0,0,1,0,1,3.58,4
MATH,484,30809,Nonlinear Programming,0,8,3,0,4,1,0,1,3,0,1,0,3,0,2.74,3
MATH,489,30810,Dynamics & Differential Eqns,0,4,8,4,0,1,1,1,1,0,0,0,2,0,3.08,4
MATH,500,30815,Abstract Algebra I,4,5,6,6,2,0,0,1,0,0,1,0,0,3,3.48,4
MATH,540,30824,Real Analysis,3,3,7,4,3,1,0,0,0,0,0,0,0,0,3.56,4
MATH,564,33547,Applied Stochastic Processes,3,11,4,3,2,1,0,0,0,0,0,0,0,0,3.72,4
MATH,567,49163,Topics in Actuarial Theory I,5,4,4,4,1,0,1,1,0,0,1,0,0,0,3.44,4
MATH,580,33562,Combinatorial Mathematics,0,13,6,3,1,1,0,0,0,0,0,0,0,0,3.74,4
MBA,501,38611,Accountancy I,2,12,9,12,10,2,0,0,0,0,0,0,0,0,3.5,4
MBA,501,43816,DataAnalysis for Bus Decisions,2,6,16,10,11,2,0,0,0,0,0,0,0,0,3.45,4
MBA,501,54116,Managerial Economics,0,22,20,4,1,0,0,0,0,0,0,0,0,0,3.78,4
MBA,501,54112,Leading People & Organizations,0,7,13,11,8,4,1,2,0,0,0,0,0,0,3.33,4
MBA,501,38608,Marketing Management,4,16,20,5,2,0,0,0,0,0,0,0,0,0,3.75,4
MBA,502,54132,Professional Communication,1,6,9,14,9,7,1,0,0,0,0,0,0,0,3.31,4
MBA,502,38613,Marketing Management,4,21,17,5,0,0,0,0,0,0,0,0,0,0,3.81,4
MBA,502,54134,Manufacturing&Service ProcMgmt,0,9,7,14,13,3,1,0,0,0,0,0,0,0,3.35,4
MBA,502,43822,Organization Theory & Design,0,18,12,8,7,0,0,2,0,0,0,0,0,0,3.57,4
MCB,100,30499,Introductory Microbiology,32,29,17,32,27,28,17,16,17,8,5,6,9,4,2.83,4
MCB,101,32522,Intro Microbiology Laboratory,34,27,22,26,23,14,5,0,2,1,1,2,1,0,3.39,4
MCB,150,33660,Molec & Cellular Basis of Life,2,2,1,5,2,2,4,0,0,1,0,1,1,0,2.81,4
MCB,150,45218,Molec & Cellular Basis of Life,2,1,2,0,3,7,2,3,0,3,0,0,0,0,2.68,3
MCB,150,33812,Molec & Cellular Basis of Life,3,2,1,3,2,3,2,1,2,1,1,0,0,0,2.86,4
MCB,150,33676,Molec & Cellular Basis of Life,0,4,1,3,4,0,2,5,2,0,0,0,0,0,2.84,4
MCB,150,33849,Molec & Cellular Basis of Life,0,4,0,3,5,4,2,2,1,0,0,0,0,0,2.95,4
MCB,150,33823,Molec & Cellular Basis of Life,0,1,1,2,5,4,4,1,3,1,1,0,0,0,2.55,3
MCB,150,33825,Molec & Cellular Basis of Life,1,3,3,2,2,4,4,3,0,0,0,0,0,0,2.99,4
MCB,150,33820,Molec & Cellular Basis of Life,2,1,1,4,4,5,2,1,1,1,0,0,2,0,2.67,3
MCB,150,33864,Molec & Cellular Basis of Life,4,2,4,5,2,3,0,0,1,0,0,0,1,0,3.23,4
MCB,150,33840,Molec & Cellular Basis of Life,0,1,3,1,1,1,6,1,3,2,0,1,1,0,2.3,2
MCB,150,34009,Molec & Cellular Basis of Life,0,2,2,1,1,1,5,3,3,1,0,0,2,0,2.3,2
MCB,150,52529,Molec & Cellular Basis of Life,1,2,0,5,2,4,2,2,2,0,0,1,0,0,2.76,4
MCB,150,40543,Molec & Cellular Basis of Life,1,1,1,2,2,2,0,4,5,1,0,1,1,1,2.29,2
MCB,150,40552,Molec & Cellular Basis of Life,1,2,4,1,3,4,2,1,3,1,0,0,0,0,2.85,4
MCB,170,56495,Society and the Brain,15,59,26,16,7,5,4,0,0,1,2,0,3,0,3.56,4
MCB,199,45219,Undergraduate Open Seminar,2,9,2,4,1,1,1,1,0,0,0,1,0,1,3.42,4
MCB,244,56301,Human Anatomy & Physiology I,11,20,56,84,76,143,89,67,63,27,16,13,14,2,2.54,3
MCB,245,56303,Human Anat & Physiol Lab I,2,1,3,3,5,4,3,1,3,0,1,2,1,0,2.59,3
MCB,245,56304,Human Anat & Physiol Lab I,1,0,2,5,3,4,3,2,4,2,2,0,0,1,2.5,3
MCB,245,56305,Human Anat & Physiol Lab I,0,0,5,2,0,6,2,4,3,4,1,1,0,1,2.35,2
MCB,245,56306,Human Anat & Physiol Lab I,4,0,1,0,2,5,2,0,3,5,0,2,1,1,2.27,2
MCB,245,56307,Human Anat & Physiol Lab I,1,1,0,3,1,3,6,3,4,1,1,1,1,1,2.26,2
MCB,245,56308,Human Anat & Physiol Lab I,0,0,2,4,3,6,1,2,3,1,6,1,1,0,2.17,2
MCB,245,56309,Human Anat & Physiol Lab I,0,0,1,2,2,3,0,5,4,1,2,4,2,1,1.81,1
MCB,245,56310,Human Anat & Physiol Lab I,0,0,1,1,1,3,3,1,3,3,4,1,4,2,1.63,1
MCB,245,56311,Human Anat & Physiol Lab I,4,0,5,1,3,4,1,3,5,0,0,1,2,0,2.58,3
MCB,245,56312,Human Anat & Physiol Lab I,0,1,1,2,6,6,4,3,3,1,1,1,0,0,2.47,2
MCB,245,58103,Human Anat & Physiol Lab I,0,1,2,4,1,2,3,3,2,0,1,0,6,0,2.01,2
MCB,245,58104,Human Anat & Physiol Lab I,1,5,2,1,1,5,5,0,5,0,2,0,1,0,2.61,3
MCB,245,58105,Human Anat & Physiol Lab I,0,0,1,2,1,4,3,3,1,1,1,3,6,0,1.65,1
MCB,245,58107,Human Anat & Physiol Lab I,1,0,0,0,1,2,5,3,4,1,1,3,3,0,1.71,1
MCB,245,58109,Human Anat & Physiol Lab I,1,1,3,3,2,8,1,0,3,1,1,1,2,0,2.47,2
MCB,245,58110,Human Anat & Physiol Lab I,0,0,2,3,2,7,4,1,3,1,0,1,3,0,2.24,2
MCB,245,60050,Human Anat & Physiol Lab I,0,0,0,0,3,2,2,3,4,1,2,0,6,1,1.52,1
MCB,245,60053,Human Anat & Physiol Lab I,0,1,0,0,4,3,5,1,1,4,3,3,2,0,1.84,1
MCB,245,60054,Human Anat & Physiol Lab I,0,0,0,0,5,4,2,4,2,1,5,3,1,0,1.85,1
MCB,250,33852,Molecular Genetics,1,1,2,4,4,2,3,1,1,2,1,0,0,0,2.74,3
MCB,250,33856,Molecular Genetics,1,1,0,1,3,3,3,2,3,0,2,0,3,0,2.11,2
MCB,250,33861,Molecular Genetics,1,3,5,2,2,1,3,0,1,2,1,1,1,0,2.72,3
MCB,250,34051,Molecular Genetics,1,5,3,3,2,1,1,1,2,0,1,0,1,0,2.97,4
MCB,250,33904,Molecular Genetics,1,0,2,4,5,1,2,1,3,0,1,0,1,0,2.62,3
MCB,250,33900,Molecular Genetics,9,7,4,1,1,0,0,0,0,0,0,0,0,0,3.86,4
MCB,250,40568,Molecular Genetics,0,2,5,4,4,2,2,1,2,0,0,0,2,0,2.79,4
MCB,250,34008,Molecular Genetics,2,1,3,4,5,3,3,0,0,0,0,0,0,0,3.16,4
MCB,251,33916,Exp Techniqs in Molecular Biol,4,6,4,3,2,0,1,0,0,1,0,0,1,1,3.38,4
MCB,251,33929,Exp Techniqs in Molecular Biol,6,8,5,2,2,0,0,0,0,0,0,0,0,0,3.78,4
MCB,251,34057,Exp Techniqs in Molecular Biol,9,5,5,2,1,0,0,0,0,0,0,0,0,0,3.82,4
MCB,251,34074,Exp Techniqs in Molecular Biol,10,4,3,2,1,0,1,0,0,0,0,0,0,0,3.76,4
MCB,251,34120,Exp Techniqs in Molecular Biol,8,9,2,4,0,0,1,0,0,0,0,0,0,0,3.79,4
MCB,251,34125,Exp Techniqs in Molecular Biol,5,8,5,1,2,1,0,0,0,0,0,0,1,0,3.58,4
MCB,251,34134,Exp Techniqs in Molecular Biol,3,5,11,3,1,0,0,0,0,0,0,0,0,0,3.71,4
MCB,251,34140,Exp Techniqs in Molecular Biol,3,12,4,4,0,0,0,0,0,0,0,0,0,0,3.83,4
MCB,251,34145,Exp Techniqs in Molecular Biol,2,10,8,2,0,0,0,0,0,0,0,0,0,0,3.82,4
MCB,253,47332,Exp Techniqs in Cellular Biol,1,6,12,0,0,0,1,1,0,0,1,0,0,0,3.52,4
MCB,297,54821,MCB Honors Discussion,9,7,5,0,2,0,0,0,0,0,0,0,0,0,3.84,4
MCB,300,30502,Microbiology,1,5,7,18,19,12,16,6,1,1,0,0,0,0,2.92,4
MCB,301,33583,Experimental Microbiology,0,5,4,3,3,4,2,1,0,0,0,0,0,0,3.23,4
MCB,301,33584,Experimental Microbiology,0,3,3,4,6,1,2,0,2,1,0,0,0,0,3.02,4
MCB,301,33588,Experimental Microbiology,0,4,3,6,4,2,2,3,0,0,0,0,0,0,3.12,4
MCB,301,39770,Experimental Microbiology,1,0,6,8,5,1,1,0,0,0,0,0,0,1,3.3,4
MCB,301,54596,Experimental Microbiology,0,1,2,6,2,3,3,3,2,0,0,1,0,0,2.71,3
MCB,314,55475,Introduction to Neurobiology,9,31,23,14,18,19,5,10,9,5,7,0,8,2,2.89,4
MCB,354,40596,Biochem & Phys Basis of Life,1,2,4,2,2,4,3,1,1,1,0,0,0,0,2.95,4
MCB,354,40602,Biochem & Phys Basis of Life,2,1,1,0,3,3,6,2,1,2,0,0,0,0,2.62,3
MCB,354,40607,Biochem & Phys Basis of Life,1,4,1,3,3,2,1,1,1,2,3,1,0,0,2.62,3
MCB,354,40613,Biochem & Phys Basis of Life,3,2,1,2,2,2,3,3,2,0,0,0,1,0,2.76,4
MCB,400,31654,Cancer Cell Biology,8,16,15,12,8,9,3,2,5,0,1,1,1,0,3.21,4
MCB,401,30555,Cell & Membrane Physiology,0,29,0,0,23,0,0,9,0,0,2,0,0,1,3.25,4
MCB,413,60060,Endocrinology,3,20,7,7,17,5,5,5,3,1,2,1,1,2,3.07,4
MCB,426,30515,Bacterial Pathogenesis,0,2,8,7,10,9,4,2,2,0,0,1,0,0,2.93,4
MCB,428,32533,Microbial Pathogens Laboratory,1,6,6,3,4,1,2,2,1,0,0,0,0,0,3.27,4
MCB,436,60483,Global Biosecurity,62,21,5,0,1,0,0,0,0,0,0,0,0,1,3.97,4
MCB,450,40594,Introductory Biochemistry,14,33,37,39,33,34,30,23,7,18,5,4,4,0,2.86,4
MCB,461,59992,Cell & Molecular Neuroscience,25,26,18,9,7,5,4,0,0,0,0,0,0,0,3.66,4
MCB,471,66483,Advanced Cell Biology,3,4,11,2,10,1,0,1,0,0,0,0,0,0,3.43,4
MCB,501,39763,Advanced Biochemistry,3,13,5,7,8,3,0,0,0,0,0,0,0,1,3.53,4
MCB,502,39764,Advanced Molecular Genetics,2,6,9,10,9,2,1,0,0,0,0,0,0,1,3.41,4
MDIA,100,66238,College of Media Orientation,18,57,21,9,16,7,3,3,3,3,1,3,4,0,3.37,4
MDIA,199,61308,James Bond & Soc. Change,2,3,5,4,3,2,1,1,0,0,0,0,0,0,3.35,4
MDIA,290,66965,ESPN: This Is SportsCenter,0,17,7,1,5,0,1,1,0,0,1,0,4,0,3.17,4
MDIA,370,66561,Advanced Media Sales,76,0,0,0,0,0,0,0,0,0,0,1,1,0,3.91,4
MDIA,390,62691,Digital Photo. for Everyone,11,10,2,2,3,1,0,0,0,0,0,0,2,0,3.54,4
ME,170,36693,Computer-Aided Design,97,71,18,5,4,1,1,0,0,1,0,0,0,0,3.9,4
ME,199,56507,Design Projects,5,38,1,0,1,0,0,0,0,0,0,0,0,0,3.97,4
ME,199,40457,Automotive Design Projects,18,101,1,0,0,0,0,4,0,0,0,0,0,0,3.93,4
ME,270,64669,Design for Manufacturability,11,30,13,16,33,16,11,10,6,2,2,0,1,0,3.09,4
ME,300,32240,Thermodynamics,3,26,26,9,83,14,7,0,0,0,0,0,2,0,3.2,4
ME,300,32241,Thermodynamics,8,4,11,21,21,10,4,5,2,1,0,1,1,1,3.06,4
ME,310,33317,Fundamentals of Fluid Dynamics,4,15,2,5,14,7,5,11,0,0,0,0,0,0,3.08,4
ME,310,33318,Fundamentals of Fluid Dynamics,4,10,5,5,6,8,8,9,3,0,0,0,0,0,2.97,4
ME,320,33401,Heat Transfer,1,9,0,9,6,3,6,2,3,2,1,2,0,0,2.82,4
ME,320,33403,Heat Transfer,1,8,0,0,26,0,0,14,2,0,0,0,0,1,2.85,4
ME,330,36512,Engineering Materials,6,7,13,19,23,8,4,1,2,0,0,0,0,0,3.23,4
ME,330,36518,Engineering Materials,27,44,13,13,4,0,0,0,0,1,0,0,0,0,3.81,4
ME,340,36615,Dynamics of Mechanical Systems,14,17,0,9,9,10,0,0,2,1,0,0,0,0,3.42,4
ME,340,36620,Dynamics of Mechanical Systems,8,15,13,5,4,5,0,0,2,0,0,0,0,1,3.56,4
ME,360,36667,Signal Processing,3,2,6,7,12,9,4,2,0,0,1,0,1,0,2.97,4
ME,360,36673,Signal Processing,5,26,14,5,5,1,1,1,0,0,0,0,0,0,3.69,4
ME,360,66251,Signal Processing,1,1,10,9,7,7,1,0,1,0,0,0,0,0,3.2,4
ME,370,32242,Mechanical Design I,5,16,12,6,8,3,0,1,0,0,0,0,1,1,3.5,4
ME,371,32244,Mechanical Design II,1,15,15,20,7,0,1,0,0,0,0,0,0,0,3.54,4
ME,371,32245,Mechanical Design II,1,16,20,11,7,1,0,0,0,0,0,0,1,0,3.54,4
ME,403,56133,Internal Combustion Engines,3,7,14,2,5,0,2,0,1,0,0,0,0,0,3.53,4
ME,420,58135,Intermediate Heat Transfer,2,10,5,5,3,2,0,0,0,0,0,0,0,0,3.61,4
ME,430,30307,Failure of Engrg Materials,0,14,8,8,3,2,1,2,0,0,0,0,0,0,3.54,4
ME,451,56092,Computer-Aided Mfg Systems,0,14,5,3,6,0,0,0,0,0,0,0,0,1,3.67,4
ME,461,30305,Computer Cntrl of Mech Systems,4,30,1,1,2,1,0,0,0,0,0,0,0,0,3.89,4
ME,470,36716,Senior Design Project,4,70,24,5,8,2,0,0,0,0,0,0,0,0,3.81,4
ME,471,36848,Finite Element Analysis,6,12,8,10,7,6,4,4,3,0,0,1,0,1,3.21,4
ME,482,54416,Musculoskel Tissue Mechanics,1,14,13,4,1,0,0,1,0,0,0,0,0,0,3.71,4
ME,487,55925,MEMS-NEMS Theory & Fabrication,0,5,7,9,5,2,1,0,0,0,0,0,0,0,3.39,4
MSE,101,30427,Materials in Today's World,1,7,15,4,3,0,0,0,0,0,0,0,0,0,3.65,4
MSE,182,30429,Introduction to MatSE,4,17,30,10,11,6,0,1,0,0,0,0,0,0,3.52,4
MSE,201,30431,Phases and Phase Relations,2,14,28,10,6,3,0,0,1,0,0,0,1,0,3.5,4
MSE,280,30432,Engineering Materials,10,27,22,9,34,14,3,12,0,0,2,0,4,0,3.15,4
MSE,307,32409,Materials Laboratory I,9,20,13,11,17,14,6,2,0,0,0,0,0,0,3.33,4
MSE,396,63620,Introduction to Research,20,20,3,2,1,0,0,0,0,0,0,0,0,0,3.93,4
MSE,401,38343,Thermodynamics of Materials,11,33,1,11,16,12,7,11,4,2,0,0,3,2,3.1,4
MSE,403,30434,Synthesis of Materials,1,8,2,6,9,0,7,4,1,0,0,0,0,0,3.06,4
MSE,404,66897,Computational MSE- Macroscale,2,7,4,3,1,2,1,0,1,0,0,0,0,0,3.48,4
MSE,406,42990,Thermal-Mech Behavior of Matls,0,14,14,13,16,9,10,9,3,0,1,2,1,0,2.95,4
MSE,443,45664,Design of Engineering Alloys,6,5,4,5,4,2,0,1,1,0,0,1,0,0,3.35,4
MSE,453,30447,Plastics Engineering,0,4,5,7,6,3,2,1,0,2,0,0,1,0,3,4
MSE,456,49972,Mechanics of Composites,1,7,5,5,10,5,2,2,1,0,1,0,0,1,3.12,4
MSE,457,38339,Polymer Chemistry,2,19,6,7,4,1,0,0,1,0,0,0,0,0,3.66,4
MSE,470,30451,Design and Use of Biomaterials,0,6,35,32,11,4,1,0,1,0,0,0,0,0,3.41,4
MSE,485,64701,Atomic Scale Simulations,5,11,6,8,11,6,0,0,0,0,0,0,0,0,3.44,4
MSE,489,57708,Matl Select for Sustainability,7,17,6,4,1,1,0,0,0,0,0,0,0,0,3.81,4
MSE,500,30462,Statistical Thermodyn of Matls,7,22,6,2,12,0,0,2,0,0,0,0,0,0,3.62,4
MUS,103,32468,Theory for Non-Music Majors,2,13,8,1,2,4,1,2,1,1,1,0,3,0,3.07,4
MUS,110,39978,Introd Art Mus: Intl Perspect,19,14,24,20,13,8,1,1,1,0,0,1,3,1,3.37,4
MUS,130,37707,Introd to the Art of Music,7,63,51,40,25,7,9,8,1,1,0,0,2,1,3.43,4
MUS,133,37728,Introduction to World Music,38,49,67,19,11,13,5,3,2,1,1,0,0,2,3.58,4
MUS,133,37746,Introduction to World Music,67,51,56,11,6,3,3,3,4,1,1,0,8,1,3.56,4
MUS,243,32475,Introductory Music Ed Tech,14,12,6,4,1,1,1,0,0,0,0,0,0,0,3.78,4
MUS,250,32496,Philharmonia Orchestra,0,54,0,0,3,0,0,0,0,0,0,0,0,0,3.95,4
MUS,263,30611,Men's Glee Club,0,28,8,2,1,0,0,0,0,0,1,0,0,0,3.8,4
MUS,268,39680,Wind Symphony,0,35,1,1,1,0,0,0,0,0,0,0,0,0,3.95,4
MUS,269,33013,Wind Orchestra,0,55,2,0,0,0,0,0,0,0,0,0,1,0,3.92,4
MUS,271,30616,Hindsley Symphonic Band,0,61,0,0,1,0,0,0,0,0,0,0,1,0,3.92,4
MUS,272,30617,University Band,0,87,3,0,2,1,0,0,0,0,0,0,1,1,3.91,4
MUS,313,38184,The History of Music I,2,7,13,7,19,10,3,4,3,5,3,2,16,0,2.36,2
MUS,333,30595,Cond/Teach Strings-Grp Setting,0,1,3,5,3,3,2,4,0,0,0,0,2,0,2.67,3
MUS,335,30596,Elem and Mid Sch Instrum Music,0,8,3,2,2,2,1,1,0,0,0,0,2,0,3.11,4
MUS,346,32488,Choral Mthds Secondary Ensem,0,20,4,4,1,0,0,0,0,0,0,0,1,0,3.7,4
MUS,348,30605,Choral Literature,0,21,0,0,1,0,0,0,0,0,0,0,0,0,3.95,4
MUS,408,32649,18th Century,2,5,4,3,5,0,0,1,0,0,0,0,1,0,3.32,4
MUS,418,42744,Music of Brazil,11,7,3,1,0,0,2,0,1,0,0,0,0,0,3.73,4
MUS,439,53906,Differentiating Music Instrctn,3,10,1,3,3,3,3,1,0,0,1,0,1,0,3.2,4
MUS,499,38244,Jazz Forum,14,25,8,0,1,1,0,0,0,0,0,0,0,0,3.9,4
MUS,501,62407,Western Music before 1750,0,11,10,12,6,8,0,0,0,0,0,0,0,0,3.4,4
MUSE,200,55606,Introduction to Museums,3,12,1,5,2,1,0,0,0,0,0,0,0,0,3.71,4
NPRE,100,32850,Orientation to NPRE,7,22,1,0,0,0,1,0,0,0,0,0,2,0,3.7,4
NPRE,201,30493,Energy Systems,0,29,10,10,4,5,2,1,1,0,0,0,1,2,3.49,4
NPRE,201,49708,Energy Systems,0,32,11,4,0,2,1,0,0,0,0,0,2,0,3.64,4
NPRE,247,54919,Modeling Nuclear Energy System,0,3,1,1,5,2,1,5,2,0,2,0,1,0,2.48,2
NPRE,402,34302,Nuclear Power Engineering,21,35,23,15,13,3,3,1,1,0,0,1,1,1,3.56,4
NPRE,412,30496,Nuclear Power Econ & Fuel Mgmt,1,4,5,1,3,3,2,2,1,1,0,0,0,0,3.07,4
NPRE,431,30500,Materials in Nuclear Engrg,0,9,14,5,5,1,11,1,2,0,1,0,1,0,3.07,4
NPRE,432,30507,Nuclear Engrg Materials Lab,1,16,8,0,1,0,0,1,0,0,0,0,0,1,3.79,4
NPRE,446,30513,Radiation Interact w/Matter I,5,11,7,8,2,4,0,0,0,0,0,0,0,0,3.59,4
NPRE,448,30517,Nuclear Syst Engrg & Design,1,4,3,3,5,4,4,3,3,1,8,1,0,0,2.43,2
NPRE,457,34526,Safety Anlys Nucl Reactor Syst,3,9,6,2,1,0,0,0,0,0,0,0,0,0,3.79,4
NPRE,481,40865,Writing on Technol & Security,3,12,6,5,1,0,0,0,1,0,0,0,1,0,3.56,4
NPRE,501,39440,Fundamentals of Nuclear Engrg,0,5,10,2,4,2,0,0,0,0,0,0,1,0,3.36,4
NRES,100,30533,Fundamentals of Env Sci,0,20,15,5,1,4,2,1,2,0,0,0,1,0,3.44,4
NRES,102,32865,Introduction to NRES,6,12,17,6,7,6,5,4,0,2,2,2,4,0,2.97,4
NRES,102,56636,Introduction to NRES,30,57,63,59,33,39,14,9,14,3,5,2,15,2,3.1,4
NRES,201,32862,Introductory Soils,0,12,4,6,18,10,5,21,3,1,3,1,1,0,2.67,3
NRES,219,55864,Principles of Ecosystem Mgmt,4,15,11,8,16,7,4,4,2,0,0,0,5,0,3.03,4
NRES,348,34570,Fish and Wildlife Ecology,15,21,11,12,11,8,2,5,1,1,1,0,1,0,3.34,4
NRES,419,30579,Env and Plant Ecosystems,0,5,4,2,8,3,0,2,0,0,0,1,0,0,3.12,4
NRES,429,30583,Aquatic Ecosystem Conservation,2,5,6,7,5,4,1,0,0,0,0,0,2,0,3.17,4
NRES,454,40130,GIS in Natural Resource Mgmt,2,15,14,13,21,7,3,2,2,0,1,1,2,0,3.14,4
NRES,454,62154,GIS in Natural Resource Mgmt,6,7,5,3,2,0,0,1,0,0,0,0,0,0,3.68,4
NRES,593,66956,Statistical Methods in Ecology,1,7,2,8,2,1,0,0,0,0,0,0,0,0,3.55,4
NS,101,32845,Introduction to Naval Science,1,26,4,1,1,0,0,0,0,0,1,0,0,0,3.82,4
NUTR,510,34597,Gastrointestinal Fermentation,0,19,0,0,4,0,0,3,0,0,1,0,0,0,3.52,4
NUTR,561,67059,Metabolic Basis of Weight Mgmt,2,18,1,0,1,0,0,0,0,0,0,0,0,0,3.94,4
PHIL,100,32905,Intro to Philosophy-ACP,1,4,3,4,6,5,1,0,0,0,0,0,1,0,3.12,4
PHIL,100,32910,Intro to Philosophy-ACP,0,2,4,4,3,7,1,1,0,0,0,0,0,0,3.09,4
PHIL,101,34623,Introduction to Philosophy,0,8,4,1,5,1,0,2,0,0,0,0,1,0,3.26,4
PHIL,101,34626,Introduction to Philosophy,0,3,1,10,4,0,0,0,2,2,1,1,0,0,2.86,4
PHIL,101,34629,Introduction to Philosophy,0,5,7,3,3,1,2,1,0,1,0,0,2,0,3.01,4
PHIL,101,42013,Introduction to Philosophy,0,2,4,7,3,4,3,0,0,0,1,0,0,0,3.07,4
PHIL,101,45942,Introduction to Philosophy,1,5,5,7,4,2,0,0,0,0,0,0,1,0,3.32,4
PHIL,101,40659,Introduction to Philosophy,0,6,6,4,4,1,1,1,0,0,0,0,0,0,3.41,4
PHIL,102,65983,Logic and Reasoning,4,15,11,7,8,5,6,3,4,1,0,2,6,2,2.87,4
PHIL,102,34726,Logic and Reasoning,7,5,4,3,2,1,1,0,0,0,0,1,1,0,3.37,4
PHIL,102,34729,Logic and Reasoning,7,4,4,0,2,3,1,0,1,0,0,0,0,0,3.49,4
PHIL,102,34746,Logic and Reasoning,0,5,10,2,1,2,1,0,0,0,0,2,1,0,3.14,4
PHIL,102,57443,Logic and Reasoning,0,9,9,0,3,1,3,1,0,0,0,0,0,0,3.45,4
PHIL,104,39415,Intro to Ethics-ACP,0,2,6,2,4,3,1,2,0,0,0,0,1,0,3,4
PHIL,105,34761,Introduction to Ethics,0,5,2,3,9,5,1,3,1,0,0,0,3,0,2.74,3
PHIL,107,52102,Intro to Political Philosophy,2,11,9,4,1,2,1,0,0,0,0,0,1,0,3.52,4
PHIL,202,30618,Symbolic Logic,3,8,1,2,4,2,1,4,0,1,1,1,2,0,2.83,4
PHIL,203,30620,Ancient Philosophy,0,15,16,16,6,2,1,1,1,0,0,0,5,0,3.2,4
PHIL,206,30623,Early Modern Philosophy,0,7,13,6,8,8,1,5,0,1,0,1,0,1,3.11,4
PHIL,230,34784,Philosophy of Religion Intro,0,3,9,8,1,5,0,0,0,0,0,0,0,0,3.39,4
PHIL,250,60069,Conceptions of Human Nature,0,7,6,9,3,3,0,0,0,0,0,0,2,0,3.23,4
PHIL,435,55441,Social Philosophy,0,6,2,4,2,4,0,1,0,0,0,0,3,0,2.93,4
PHIL,441,64572,Existential Philosophy,0,5,5,9,3,2,1,0,0,0,0,0,2,0,3.13,4
PHYS,100,34792,Thinking About Physics,10,26,24,41,82,23,8,15,8,6,4,2,0,2,3,4
